Array Design Name	OSU-CCC Human and Mouse MicroRNA Microarray Version 3.0
Provider	Ewy Mathe(mathee@mail.nih.gov)
Comment[ArrayExpressAccession]	A-GEOD-8835
Comment[SecondaryAccession]	GPL8835
Comment[Description]	Array Manufacturer: Microarray Shared Resource, Comprehensive Cancer Center, The Ohio State University (OSU-CCC), Distribution: non-commercial, Technology: spotted oligonucleotide<br>Reporter Name = Oligo identifier<br>Reporter Database Entry [mirbase] = Registry name in Sanger's miRBase (http://microrna.sanger.ac.uk) LINK_PRE:http://microrna.sanger.ac.uk/cgi-bin/sequences/mirna_entry.pl?acc=<br>Comment[Contains_Mature_MiRNA] = Whether or not the oligo sequence contains the mature miRNA sequence<br>Reporter Group [organism] = Organism
Comment[SubmittedName]	OSU-CCC Human and Mouse MicroRNA Microarray Version 3.0
Comment[Organism]	Homo sapiens Mus musculus
Printing Protocol	Manufactured using GE Healthcare's CodeLink (TM) 3-D Gel Matrix Technology. CodeLink(tm) Activated Slides are designed to covalently immoblize amine-modified DNA for microarrays. The slides are coated with a 3-D surface chemistry comprised of a long-chain, hydrophilic polymer containing amine-reactive groups. This polymer is covalently crosslinked to itself and to the surface of the slide. The crosslinked polymer, combined with end-point attachment, orients the immobilized DNA, and holds it away from the surface of the slide. The 1x printing buffer consists of 50 mM sodium phosphate at pH 8.5. Codelink slides are manufactured by SurModics and were formally sold as 3D-Link(tm) Activated Slides. Microarrays are printed with an Omnigrid robotic arrayer by Genomic Solutions that is fitted with a printhead and 16 SMP3 print tips from Telechem. The microRNA microarray probe set is based on 40mer oligonucleotides from Sigma-Genosys. Oligonucleotide probes are distributed into 384-well polypropylene plates (Genetix, 384 micro array) and dissolved in print buffer (150mM sodium phosphate, pH 8.5, 4% sodium sulfate, 0.0001% N-lauryl sarcosyl) to a normalized 25 micromolar concentration. The miRNA microarray spot densities are 200 microns (center-to-center). The microarrays are printed on Codelink Activated Slide (PN300011)) and treated by a method that is an adaptation of the manufacturer's instructions to allow higher throughput processing.
Surface Type
Substrate Type
Term Source Name	mirbase
Comment[AdditionalFile:txt]	A-GEOD-8835_comments.txt

[main]
Reporter Name	Reporter Database Entry [mirbase]	Reporter Group [organism]
HPR159 left		
Hcd86 right		
Hcd273 right		
Hcd787 right		
HPR188 left		
Hcd477 left		
HPR86 right		
Hcd926 left		
Hcd617 left		
Hcd615 left		
Hcd432 left		
Hcd64 left		
Hcd652 left		
Hcd310 left		
Hcd659 left		
Hcd686 left		
Hcd689 right		
Hcd729 right		
Hcd691 right		
Hcd140 right		
Hcd692 right		
Hcd365 left		
Hcd741_HPR210 left		
Hcd699 left		
Hcd24_HPR133 right		
Hcd409 right		
HPR110 right		
Hcd814 right		
Hcd193 right		
Hcd952 left		
Hcd560 left		
Hcd851 right		
Hcd852 right		
Hcd752 right		
Hcd424 right		
Hcd864 left		
Mcd54 left		
Mcd439 left		
MPR196 Mcd57 left		
Mcd521 right		
Mcd520 right		
Mcd673 right		
Mcd405 left		
Mcd452 left		
MPR12_Mcd262 left		
Mcd70 left		
Mcd166 left		
Mcd602 left		
Mcd224 left		
MPR226 left		
MPR74 left		
mmu-mir-140_Mcd135 left		
Mcd712 left		
Mcd377 left		
Mcd530 right		
Mcd705 right		
Mcd600 right		
MPR208 left		
Mcd16 left		
MPR187 right		
MPR220 left		
Mcd95 right		
Mcd257 right		
MPR228 right		
Mcd574 right		
MPR230 right		
Mcd545 left		
MPR145 left		
Mcd624 left		
Mcd190 right		
Mcd193 right		
MPR234 left		
MUSTRP2		
ath-MIR156aNo2		
ath-MIR180aNo2		
hsa-let-7g-precNo2	hsa-let-7g	Homo sapiens
hsa-mir-007-2-precNo1	hsa-miR-7-2*	Homo sapiens
hsa-mir-009-1No1	hsa-miR-9	Homo sapiens
hsa-mir-017-precNo1	hsa-miR-17*	Homo sapiens
hsa-mir-019b-1-prec	hsa-miR-19b	Homo sapiens
hsa-mir-021-prec-17No2	hsa-miR-21	Homo sapiens
hsa-mir-029c-prec	hsa-miR-29c	Homo sapiens
hsa-mir-030b-precNo2	hsa-miR-30b*	Homo sapiens
hsa-mir-031-prec	hsa-mir-31	Homo sapiens
mmu-mir-181aNo1	mmu-miR-181a	Mus musculus
mmu-mir-299No1	mmu-miR-299*	Mus musculus
mmu-let-7c-2No1	mmu-let-7c	Mus musculus
mmu-mir-15aNo1	mmu-miR-15a	Mus musculus
mmu-mir-20No1	mmu-mir-20a	Mus musculus
mmu-mir-135bNo1	mmu-miR-135b	Mus musculus
mmu-mir-28No1	mmu-miR-28	Mus musculus
mmu-mir-219-1No1	mmu-miR-219	Mus musculus
Mcd502 left		
Mcd503 left		
Mcd678 left		
hsa-mir-181b-2No1	hsa-miR-181b	Homo sapiens
hsa-mir-196a-1No1	hsa-miR-196a	Homo sapiens
hsa-mir-219-1No1	hsa-mir-219-1	Homo sapiens
hsa-mir-345No1	hsa-miR-345	Homo sapiens
hsa-mir-34cNo1	hsa-mir-34c	Homo sapiens
hsa-mir-100No2	hsa-miR-100*	Homo sapiens
hsa-mir-194-2No2	hsa-miR-194*	Homo sapiens
hsa-mir-21No2	hsa-miR-21*	Homo sapiens
hsa-mir-26a-2No2	hsa-miR-26a-2*	Homo sapiens
hsa-mir-34bNo2	hsa-miR-34b	Homo sapiens
mmu-mir-4853p	mmu-miR-485*	Mus musculus
hsa-mir-520gNo1	hsa-miR-520g	Homo sapiens
hsa-mir-521-1No1	hsa-miR-521	Homo sapiens
hsa-mir-522/526c	hsa-miR-522*	Homo sapiens
mmu-mir-1-2No1	mmu-miR-1	Mus musculus
mmu-mir-361No1	mmu-mir-361	Mus musculus
mmu-mir-365-1No1	hsa-miR-365	Homo sapiens
mmu-mir-379No1	hsa-miR-379	Homo sapiens
mmu-mir-381No1	mmu-miR-381	Mus musculus
mmu-mir-383No2	mmu-mir-383	Mus musculus
mmu-mir-4335p	mmu-miR-433*	Mus musculus
mmu-mir-448No1	mmu-miR-448	Mus musculus
mmu-mir-450	mmu-mir-450a-1	Mus musculus
Hcd743 right		
Hcd879 right		
Hcd61 right		
Hcd888 left		
Hcd688 left		
Hcd704 left		
Hcd174 right		
Hcd546_HPR161 right		
Hcd196 right		
HPR237 left		
Hcd448 right		
Hcd451 right		
HPR185 left		
Hcd807 left		
Hcd378 left		
Hcd399 left		
Hcd416 left		
Hcd43 left		
Hcd308 left		
Hcd817 left		
Hcd311 left		
Hcd954 left		
Hcd820 left		
HPR211 left		
Hcd8 right		
Hcd959 left		
Hcd966 left		
Hcd402 left		
Hcd19 left		
Hcd356 left		
Hcd212_HPR202 left		
Hcd214 right		
HPR143 right		
Hcd366 right		
Hcd68 right		
Hcd599 right		
Hcd832 left		
Hcd508 left		
Hcd129 left		
Hcd972 left		
Hcd677 left		
HPR112 left		
Mcd410_Mcd598_Mcd413 right		
Mcd626 right		
Mcd247 right		
Mcd447 left		
Mcd587 left		
Mcd249 left		
Mcd683 right		
MPR103 right		
Mcd639 left		
Mcd612 right		
MPR239 right		
Mcd459 right		
Mcd263 right		
Mcd230 right		
Mcd576 left		
Mcd378 right		
Mcd289 right		
MPR222 right		
MPR131_Mcd24 left		
Mcd409 left		
MPR112 left		
Mcd19 right		
MPR255 right		
MPR52_Mcd202 left		
MPR177_Mcd213 right		
MPR258_Mcd216 right		
MPR161_Mcd219 right		
MPR81 right		
Mcd519 right		
Mcd489 left		
hsa-mir-196-1-precNo1	hsa-miR-196a	Homo sapiens
hsa-mir-197-prec	hsa-miR-197	Homo sapiens
hsa-mir-199b-precNo1	hsa-mir-199b	Homo sapiens
hsa-mir-212-precNo2	hsa-mir-212	Homo sapiens
hsa-mir-215-precNo1	hsa-miR-215	Homo sapiens
hsa-mir-217-precNo1	hsa-mir-217	Homo sapiens
mmu-mir-001d-prec	mmu-miR-1	Mus musculus
mmu-mir-023b-prec	mmu-miR-23b	Mus musculus
mmu-mir-030e-prec	mmu-miR-30e	Mus musculus
mmu-mir-128-precNo2	mmu-mir-128-1	Mus musculus
mmu-mir-131-3-prec	mmu-miR-9*	Mus musculus
mmu-mir-134-precNo2	mmu-miR-134	Mus musculus
mmu-mir-133a-2No1	mmu-mir-133a-2	Mus musculus
mmu-mir-194-2No1	mmu-mir-194-2	Mus musculus
mmu-mir-199a-2No1	mmu-mir-199a-2	Mus musculus
mmu-mir-208No1	mmu-miR-208a	Mus musculus
mmu-mir-29cNo1	mmu-miR-29c	Mus musculus
mmu-mir-103-1No1	mmu-miR-103	Mus musculus
mmu-mir-344No1	mmu-miR-344	Mus musculus
mmu-mir-17No1	mmu-miR-17	Mus musculus
mmu-mir-210No1	mmu-mir-210	Mus musculus
Mcd127 right		
MPR231_Mcd128 right		
Mcd504 right		
hsa-mir-329-2No1	hsa-miR-329	Homo sapiens
hsa-mir-362No1	hsa-miR-362-5p	Homo sapiens
hsa-mir-365-1No1	hsa-miR-365	Homo sapiens
hsa-mir-380-3p	hsa-miR-380	Homo sapiens
hsa-mir-383No1	hsa-miR-383	Homo sapiens
hsa-mir-409-3p	hsa-miR-409-3p	Homo sapiens
hsa-mir-431No2	hsa-mir-431	Homo sapiens
hsa-mir-433No2	hsa-mir-433	Homo sapiens
hsa-mir-449No2	hsa-mir-449a	Homo sapiens
hsa-mir-485-3p	hsa-mir-485	Homo sapiens
hsa-mir-488No1	hsa-miR-488*	Homo sapiens
hsa-mir-490No1	hsa-mir-490	Homo sapiens
Hcd420 right		
Hcd860 right		
Hcd44 right		
HPR127 right		
Hcd882 right		
Hcd184 right		
Hcd461 right		
Hcd456 right		
Hcd457 right		
Hcd918 right		
Hcd588 right		
Hcd227 right		
Hcd88_HPR103 right		
Hcd786 right		
Hcd89 right		
Hcd478 left		
Hcd921 left		
Hcd922 left		
Hcd790 left		
Hcd928 left		
Hcd513 left		
Hcd788 left		
HPR215 left		
Hcd620 left		
Hcd970 left		
Hcd835 left		
Hcd836 left		
Hcd732 left		
Hcd360 right		
Hcd139 right		
Hcd695 left		
Hcd843 left		
Hcd738 left		
Hcd522 left		
Hcd523 left		
Hcd145 left		
Hcd913 right		
Hcd413 right		
Hcd191PO_HPR10 right		
HPR216 right		
Hcd558 left		
Hcd33 right		
Hcd199 right		
Hcd423 right		
Hcd854 right		
Hcd42 left		
HPR163 left		
Hcd426 right		
Mcd583 left		
Mcd443 left		
MPR146_Mcd59 right		
MPR242 right		
Mcd287 right		
Mcd280 left		
Mcd36 left		
MPR129_Mcd309 left		
Mcd72 left		
Mcd427 left		
Mcd44 left		
Mcd35 left		
Mcd421 left		
Mcd682 left		
Mcd134 left		
MPR143 right		
MPR45 left		
MPR219 left		
Mcd265 right		
Mcd251 right		
Mcd67 right		
Mcd406 right		
Mcd609 right		
Mcd605 right		
Mcd593 right		
Mcd451 left		
Mcd448 left		
MPR140_Mcd50 right		
Mcd635 right		
Mcd555 left		
Mcd194 left		
MPR92 Mcd31 left		
Mcd429 right		
MPR256 right		
Mcd478 left		
Mcd116 right		
hsa-mir-033b-prec	hsa-miR-33b	Homo sapiens
hsa-mir-092-prec-13=092-1No1	hsa-miR-92a-1*	Homo sapiens
hsa-mir-095-prec-4	hsa-miR-95	Homo sapiens
hsa-mir-107-prec-10	hsa-miR-107	Homo sapiens
hsa-mir-124a-1-prec1	hsa-miR-124	Homo sapiens
hsa-mir-125a-precNo2	hsa-mir-125a	Homo sapiens
hsa-mir-133a-2	hsa-mir-133a-2	Homo sapiens
hsa-mir-135-2-prec	hsa-miR-135a	Homo sapiens
hsa-mir-138-1-prec	hsa-miR-138	Homo sapiens
hsa-mir-150-prec	hsa-miR-150	Homo sapiens
hsa-mir-153-1-prec1	hsa-miR-153	Homo sapiens
hsa-mir-154-prec1No2	hsa-miR-154*	Homo sapiens
mmu-mir-138-1No2	mmu-miR-138*	Mus musculus
mmu-let-7dNo2	mmu-let-7d*	Mus musculus
mmu-mir-30c-2No2	mmu-miR-30c-2*	Mus musculus
mmu-mir-196a-2No2	mmu-miR-196a*	Mus musculus
mmu-mir-26a-2No2	mmu-mir-26a-2	Mus musculus
mmu-mir-96No2	mmu-mir-96	Mus musculus
mmu-mir-325No2	mmu-mir-325	Mus musculus
mmu-mir-33No2	mmu-mir-33	Mus musculus
mmu-mir-181b-1No2	mmu-mir-181b-1	Mus musculus
mmu-mir-7-2No2	mmu-mir-7a-2	Mus musculus
hsa-mir-101-2No1	hsa-miR-101	Homo sapiens
hsa-mir-126No1	hsa-miR-26	Homo sapiens
hsa-mir-148bNo1	hsa-miR-148b	Homo sapiens
hsa-mir-337No1	hsa-mir-337	Homo sapiens
hsa-mir-367No1	hsa-miR-367	Homo sapiens
hsa-mir-371No1	hsa-mir-371	Homo sapiens
hsa-mir-301No2	hsa-mir-301a	Homo sapiens
hsa-mir-302dNo2	hsa-miR-302d*	Homo sapiens
hsa-mir-326No2	hsa-mir-326	Homo sapiens
mmu-mir-452No1	mmu-miR-452	Mus musculus
mmu-mir-464No1	mmu-miR-464	Mus musculus
mmu-mir-466No1	mmu-miR-466a-3p	Mus musculus
Hcd612 right		
Hcd613 right		
Hcd876 right		
Hcd681_HPR130right		
Hcd723 right		
Hcd136 right		
Hcd149 right		
Hcd372 right		
Hcd845 right		
Hcd576 right		
Hcd648 left		
Hcd382 left		
Hcd453 right		
Hcd897 right		
Hcd898 right		
Hcd71 left		
Hcd902 left		
Hcd771 left		
Hcd596 right		
Hcd260 right		
Hcd460 right		
Hcd264 right		
Hcd267 right		
Hcd471 right		
Hcd656 left		
Hcd483 left		
Hcd823 left		
Hcd98 left		
Hcd102 left		
Hcd323 left		
Hcd327 right		
Hcd318 right		
Hcd662 right		
Hcd492 right		
Hcd826 left		
Hcd496 left		
Hcd266 left		
HPR167 right		
Hcd630 left		
HNC16_3 right		
Hcd935 right		
Hcd134 right		
Hcd163PO right		
Hcd881 right		
Hcd737 left		
Hcd778 right		
HPR156 left		
Hcd554 left		
MPR172 right		
Mcd476 left		
Mcd560 right		
MPR135 right		
Mcd184 right		
MPR128 right		
Mcd467 right		
Mcd645 right		
Mcd649 right		
Mcd671 left		
Mcd107 left		
Mcd493 left		
Mcd397 left		
Mcd20 right		
MPR150_Mcd290 left		
Mcd359 right		
Mcd710 left		
MPR160 left		
Mcd470 left		
Mcd526 left		
Mcd703 left		
Mcd360 right		
Mcd690 right		
Mcd361 right		
Mcd325 right		
Mcd327 right		
Mcd475 right		
Mcd685 left		
Mcd569 left		
MPR197 left		
Mcd393 left		
MPR191 right		
Mcd8 right		
Mcd481 right		
MPR212 left		
MPR229 left		
mmu-mir-137-prec	mmu-miR-137	Mus musculus
mmu-mir-142-prec	mmu-mir-142	Mus musculus
mmu-mir-146-prec	mmu-miR-146a	Mus musculus
mmu-mir-188-prec	mmu-mir-188	Mus musculus
mmu-mir-192-2/3-prec	mmu-mir-192	Mus musculus
mmu-mir-196-prec	mmu-miR-196a	Mus musculus
mmu-mir-215-prec	mmu-miR-215	Mus musculus
mmu-mir-217-precNo2	mmu-mir-217	Mus musculus
mmu-mir-219-precNo2	mmu-mir-219-1	Mus musculus
mmu-mir-29b-1No2	mmu-miR-29b*	Mus musculus
mmu-mir-124a-2No2	mmu-mir-124-2	Mus musculus
mmu-mir-130aNo2	mmu-mir-130a	Mus musculus
mmu-mir-291No2	mmu-mir-291a	Mus musculus
mmu-mir-295No2	mmu-miR-295*	Mus musculus
mmu-mir-323No2	mmu-mir-323	Mus musculus
mmu-mir-329No2	mmu-mir-329	Mus musculus
mmu-mir-148bNo2	mmu-mir-148b	Mus musculus
mmu-mir-133bNo2	mmu-mir-133b	Mus musculus
Mcd675 left		
Mcd498 right		
hsa-mir-491No2	hsa-mir-491	Homo sapiens
hsa-mir-493No2	hsa-miR-493	Homo sapiens
hsa-mir-495No2	hsa-mir-495	Homo sapiens
hsa-mir-503No2	hsa-mir-503	Homo sapiens
hsa-mir-505No2	hsa-miR-505*	Homo sapiens
hsa-mir-507No2	hsa-mir-507	Homo sapiens
hsa-mir-513-2No2	hsa-mir-513a-2	Homo sapiens
hsa-mir-514-2&3No2	hsa-mir-514-3	Homo sapiens
hsa-mir-515-23p	hsa-miR-515-3p	Homo sapiens
hsa-mir-518a-1	hsa-mir-518a-2	Homo sapiens
hsa-mir-518bNo2	hsa-miR-519c-5p	Homo sapiens
hsa-mir-518dNo2	hsa-mir-518d	Homo sapiens
Hcd763 left		
Hcd429 right		
Hcd430 right		
Hcd236 left		
Hcd575 Hcd766 right		
Hcd433 Hcd577 right		
Hcd52 left		
Hcd242 left		
Hcd871 left		
Hcd441 left		
Hcd246 left		
Hcd584 left		
Hcd793 right		
Hcd519 right		
HPR199 left		
Hcd624 right		
HPR147 right		
Hcd281 right		
Hcd285_HPR184 left		
Hcd581 right		
Hcd582 right		
Hcd272_HPR136 left		
Hcd635 left		
Hcd803 left		
HPR234 right		
Hcd700 left		
Hcd744 left		
Hcd531 left		
HPR233 left		
Hcd726 right		
Hcd535 right		
Hcd536_HPR104 right		
Hcd762 left		
Hcd892 right		
HPR221 right		
Hcd383 left		
HNC19_5 right		
Hcd883 left		
Hcd549 left		
Hcd36PO left		
Hcd884 left		
Hcd869 left		
Hcd908 left		
Hcd498 right		
Hcd675 right		
Hcd978 right		
Hcd504 right		
Hcd678 right		
Mcd420 right		
Mcd419 right		
Mcd417 right		
MPR93 Mcd38 right		
Mcd376 left		
MPR233 right		
Mcd438 right		
Mcd92 right		
MPR179 left		
Mcd102 right		
Mcd488 left		
Mcd663 left		
Mcd631 left		
Mcd601 right		
Mcd582 left		
Mcd158 right		
Mcd715 left		
Mcd664 left		
MPR56 Mcd234 left		
Mcd430 left		
MPR209 right		
Mcd21 right		
Mcd390 left		
Mcd2 left		
Mcd275 left		
Mcd513 left		
Mcd33 left		
Mcd367 left		
Mcd666 left		
Mcd665 left		
Mcd122 left		
MPR166 Mcd347 right		
MPR240 right		
MPR138 left		
MPR192 left		
Mcd677 left		
hsa-mir-099b-prec-19No1	hsa-miR-99b*	Homo sapiens
hsa-mir-101-1/2-precNo1	hsa-miR-101*	Homo sapiens
hsa-mir-103-2-prec	hsa-miR-103	Homo sapiens
hsa-mir-127-prec	hsa-mir-127	Homo sapiens
hsa-mir-128b-precNo2	hsa-mir-128-2	Homo sapiens
hsa-mir-130a-precNo2	hsa-miR-130a	Homo sapiens
hsa-mir-140No2	hsa-mir-140	Homo sapiens
hsa-mir-143-prec	hsa-miR-143	Homo sapiens
hsa-mir-146-prec	hsa-miR-146a	Homo sapiens
hsa-mir-181b-precNo1	hsa-miR-181a	Homo sapiens
hsa-mir-182-precNo1	hsa-miR-182*	Homo sapiens
hsa-mir-184-precNo1	hsa-miR-184	Homo sapiens
mmu-mir-129-2No2	mmu-mir-129-2	Mus musculus
mmu-mir-298No2	mmu-mir-298	Mus musculus
mmu-let-7c-1No2	mmu-let-7c-1*	Mus musculus
mmu-let-7f-2No2	mmu-let-7f-2	Mus musculus
mmu-mir-18No2	mmu-miR-18a*	Mus musculus
mmu-mir-351No2	mmu-mir-351	Mus musculus
mmu-mir-218-1No2	mmu-mir-218-1	Mus musculus
Mcd679 left		
MPR153 left		
MPR257_Mcd350 left		
hsa-mir-301No1	hsa-miR-301a	Homo sapiens
hsa-mir-302dNo1	hsa-miR-302d	Homo sapiens
hsa-mir-326No1	hsa-miR-326	Homo sapiens
hsa-mir-101-2No2	hsa-mir-101-2	Homo sapiens
hsa-mir-126No2	hsa-mir-126	Homo sapiens
hsa-mir-148bNo2	hsa-miR-148b*	Homo sapiens
hsa-mir-337No2	hsa-mir-337	Homo sapiens
hsa-mir-367No2	hsa-miR-367*	Homo sapiens
hsa-mir-371No2	hsa-mir-371	Homo sapiens
mmu-mir-468No1	mmu-miR-468	Mus musculus
mmu-mir-470No2	mmu-miR-470*	Mus musculus
mmu-mir-483No2	mmu-miR-483	Mus musculus
Hcd646 right		
Hcd653 left		
Hcd639 left		
Hcd725 right		
Hcd142 right		
Hcd697 right		
Hcd43 8right		
Hcd243 right		
Hcd230 right		
Hcd389 left		
Hcd28_HPR39left		
Hcd34 left		
Hcd899 right		
Hcd901 left		
HPR242 left		
Hcd458 left		
hsa_mir_95 left		
Hcd906 left		
Hcd907 right		
HPR154 right		
Hcd598 right		
Hcd270 right		
HPR248 right		
Hcd84 right		
HPR203 left		
Hcd957 left		
Hcd660 left		
Hcd666 right		
Hcd667 right		
Hcd489 right		
Hcd101_HPR160 right		
Hcd320 right		
Hcd669 right		
Hcd962 right		
Hcd645 right		
Hcd649 right		
Hcd288_HPR87 right		
Hcd307 right		
Hcd755 right		
Hcd154 right		
Hcd889 right		
Hcd2 right		
Hcd895 left		
Hcd900 right		
Hcd181 left		
Hcd932 left		
Hcd29 left		
Hcd800 left		
Mcd457 right		
Mcd461 right		
Mcd381 right		
Mcd55 right		
Mcd473 right		
Mcd469 right		
Mcd652_Mcd658 right		
Mcd486 right		
Mcd496 left		
MPR186 left		
Mcd52 left		
Mcd242 right		
MPR117 left		
Mcd529 left		
Mcd231 right		
Mcd425 right		
Mcd566 right		
Mcd698 right		
Mcd694 left		
Mcd696 right		
Mcd363 right		
Mcd692 right		
Mcd693 right		
Mcd84 right		
Mcd607 right		
Mcd87 left		
Mcd39 right		
Mcd65 left		
Mcd63 left		
MPR181_Mcd167 left		
Mcd14 left		
Mcd271 right		
Mcd535 left		
Mcd674 right		
MPR224 left		
Mcd651 right		
mmu-mir-152-prec	mmu-miR-152	Mus musculus
mmu-mir-181-prec	mmu-miR-181a	Mus musculus
mmu-mir-184-prec	mmu-miR-184	Mus musculus
mmu-mir-201-prec	mmu-miR-201	Mus musculus
mmu-mir-204-prec	mmu-miR-204	Mus musculus
mmu-mir-212-precNo1	mmu-miR-212	Mus musculus
mmu-mir-223-prec	mmu-miR-223	Mus musculus
mmu-mir-133a-1No2	mmu-miR-133a*	Mus musculus
mmu-mir-194-1No2	mmu-miR-194	Mus musculus
mmu-mir-148aNo2	mmu-miR-148a*	Mus musculus
mmu-mir-29aNo2	mmu-miR-29a*	Mus musculus
mmu-mir-92-2No2	mmu-miR-92a*	Mus musculus
mmu-mir-342No2	mmu-mir-342	Mus musculus
mmu-mir-107No2	mmu-mir-107	Mus musculus
mmu-mir-200cNo2	mmu-miR-200c*	Mus musculus
hsa-mir-497No2	hsa-mir-497	Homo sapiens
hsa-mir-499No2	hsa-mir-499	Homo sapiens
hsa-mir-501No2	hsa-miR-501-3p	Homo sapiens
hsa-mir-509No2	hsa-mir-509-2	Homo sapiens
hsa-mir-511-1No2	hsa-mir-511-2	Homo sapiens
hsa-mir-512-1&23p	hsa-mir-512-2	Homo sapiens
hsa-mir-516-2No2	hsa-mir-516a-2	Homo sapiens
hsa-mir-516-43p	hsa-miR-516b*	Homo sapiens
hsa-mir-517b	hsa-miR-517*	Homo sapiens
hsa-mir-518f	hsa-miR-518f	Homo sapiens
hsa-mir-519a-2No2	hsa-mir-519a-2	Homo sapiens
hsa-mir-519c	hsa-mir-519c	Homo sapiens
Hcd234_HPR15 right		
Hcd573 right		
Hcd765 right		
Hcd870 right		
HPR166 left		
HPR101 left		
Hcd909 Hcd912 left		
Hcd54 left		
Hcd770 right		
Hcd58 right		
Hcd247 right		
HPR267 right		
Hcd545 left		
Hcd555 left		
Hcd622 left		
Hcd626 right		
Hcd240 right		
HPR245 right		
Hcd601 left		
Hcd631 left		
Hcd632 left		
Hcd670 right		
Hcd938 right		
Hcd290_HPR155 right		
Hcd371 left		
Hcd527 left		
Hcd705PO_HPR32 right		
Hcd710 left		
Hcd711 right		
Hcd750 right		
Hcd716 right		
Hcd769 right		
HPR266 right		
Hcd385 right		
Hcd166 right		
Hcd387 right		
Hcd73 left		
Hcd847 left		
Hcd857 left		
Hcd85 left		
Hcd655 left		
Hcd664 left		
HPR254 right		
HPR251 right		
Hcd977 right		
Hcd506 left		
HPR157 right		
Hcd350 right		
Mcd34 right		
MPR108_Mcd28 right		
Mcd541 right		
MPR70 Mcd465 right		
Mcd264 right		
Mcd243 right		
Mcd627 left		
MPR250 right		
Mcd99 right		
Mcd656 left		
Mcd657 left		
Mcd484 left		
Mcd435_Mcd436_Mcd575 Mcd433_Mcd577 left		
Mcd165 left		
MPR223 left		
Mcd431 left		
Mcd48 left		
Mcd573 left		
Mcd64 right		
Mcd432 right		
mmu-mir-146_Mcd611 right		
Mcd403 left		
Mcd180 left		
Mcd188 right		
Mcd146 left		
MPR225 left		
Mcd524 left		
Mcd686 left		
Mcd689 left		
Mcd687 left		
MPR207 right		
MPR100_Mcd339 left		
MPR216 left		
MPR137 left		
Mcd344 left		
Mcd345 left		
HSTRNL		
HUMTRMI No2		
MUSTRF		
hsa-let-7a-2-precNo2	hsa-let-7a	Homo sapiens
hsa-let-7d-prec	hsa-let-7d	Homo sapiens
hsa-let-7e-prec	hsa-let-7e	Homo sapiens
hsa-mir-009-2No2	hsa-miR-9*	Homo sapiens
hsa-mir-010a-precNo2	hsa-miR-10a*	Homo sapiens
hsa-mir-015a-2-precNo2	hsa-miR-15a*	Homo sapiens
hsa-mir-023b-prec	hsa-miR-23b	Homo sapiens
hsa-mir-025-prec	hsa-miR-25	Homo sapiens
hsa-mir-027a-prec	hsa-miR-27a	Homo sapiens
mmu-mir-138-1No1	mmu-miR-138	Mus musculus
mmu-let-7dNo1	mmu-let-7d	Mus musculus
mmu-mir-30c-2No1	mmu-miR-30c	Mus musculus
mmu-mir-196a-2No1	mmu-miR-196a	Mus musculus
mmu-mir-26a-2No1	mmu-miR-26a	Mus musculus
mmu-mir-96No1	mmu-miR-96	Mus musculus
mmu-mir-325No1	mmu-miR-325*	Mus musculus
mmu-mir-33No1	mmu-miR-33	Mus musculus
mmu-mir-181b-1No1	mmu-mir-181b-1	Mus musculus
mmu-mir-7-2No1	mmu-miR-7a	Mus musculus
hsa-mir-100No1	hsa-miR-100	Homo sapiens
hsa-miR-126*No1	hsa-miR-126*	Homo sapiens
hsa-mir-135bNo1	hsa-miR-135b	Homo sapiens
hsa-mir-26a-2No1	hsa-miR-26a	Homo sapiens
hsa-miR-302c*No1	hsa-miR-302c*	Homo sapiens
hsa-mir-321No1	hsa-mir-321	Homo sapiens
hsa-mir-106bNo2	hsa-miR-106b*	Homo sapiens
hsa-mir-135a-2No2	hsa-mir-135a-2	Homo sapiens
hsa-mir-16-2No2	hsa-miR-16-2*	Homo sapiens
hsa-miR-302b*No2	hsa-miR-302b	Homo sapiens
hsa-mir-30eNo2	hsa-mir-30e	Homo sapiens
hsa-mir-335No2	hsa-miR-335*	Homo sapiens
hsa-mir-519e	hsa-miR-519e*	Homo sapiens
hsa-mir-520bNo2	hsa-miR-519c-5p	Homo sapiens
hsa-mir-520d	hsa-mir-520d	Homo sapiens
hsa-mir-523	hsa-miR-523	Homo sapiens
hsa-mir-525*	hsa-mir-525	Homo sapiens
hsa-mir-526a-2No2	hsa-mir-516b-1	Homo sapiens
mmu-mir-365-2No2	mmu-mir-365-2	Mus musculus
mmu-mir-375No2	mmu-mir-375	Mus musculus
mmu-mir-376bNo2	mmu-miR-376b*	Mus musculus
mmu-mir-409No2	mmu-mir-409	Mus musculus
mmu-mir-411No2	mmu-miR-411	Mus musculus
mmu-mir-425No2	mmu-miR-425	Mus musculus
Hcd445 right		
Hcd722 left		
Hcd586 left		
Hcd587 left		
Hcd777 left		
Hcd62 left		
Hcd713 right		
Hcd406 right		
Hcd407 right		
Hcd742 right		
Hcd238 right		
Hcd239 right		
Hcd642 right		
Hcd805 right		
Hcd940 right		
HPR250 right		
HPR230 right		
Hcd386 left		
Hcd812 right		
Hcd63 right		
Hcd65 right		
Hcd480 left		
HPR219 left		
Hcd93_HPR222 left		
Hcd168 right		
Hcd808 right		
Hcd395 right		
Hcd543 right		
Hcd12 right		
Hcd14 right		
Hcd133 right		
Hcd848 right		
